Link,Name,Price,Color
https://www.carpages.ca//used-cars/new-brunswick/dieppe/2021-mercedes-benz-gle-9248281/,2021 Mercedes-Benz GLE,"$112,999                            
+ tax & lic",Obsidian Black Met
https://www.carpages.ca//used-cars/ontario/ottawa/2008-toyota-camry-9248074/,2008 Toyota Camry,"$13,900                            
+ tax & lic",Gray
https://www.carpages.ca//used-cars/ontario/goderich/2018-toyota-prius-9247972/,2018 Toyota Prius,"$27,995                            
+ tax & lic",Red
https://www.carpages.ca//new-cars/manitoba/brandon/2022-ford-f-150-9247582/,2022 Ford F-150,"$68,145                            
+ tax & lic",Agate Black Metallic
https://www.carpages.ca//new-cars/manitoba/brandon/2022-ford-f-150-9247573/,2022 Ford F-150,"$66,775                            
+ tax & lic",Oxford White
https://www.carpages.ca//new-cars/manitoba/brandon/2022-ford-f-150-9247567/,2022 Ford F-150,"$68,105                            
+ tax & lic",Gray
https://www.carpages.ca//new-cars/manitoba/brandon/2022-ford-f-150-9247552/,2022 Ford F-150,"$67,865                            
+ tax & lic",Oxford White
https://www.carpages.ca//used-cars/ontario/new-hamburg/2018-ford-f-150-9247498/,2018 Ford F-150,"$35,499                            
+ tax & lic",Magma
https://www.carpages.ca//new-cars/british-columbia/surrey/2022-jeep-grand-cherokee-9247294/,2022 Jeep Grand Cherokee,"$92,169                            
+ tax & lic",Bright White
https://www.carpages.ca//new-cars/british-columbia/fort-st-john/2022-ford-mustang-mach-e-9247240/,2022 Ford Mustang MACH-E,"$92,630                            
+ tax & lic",Grabber Blue Metallic
https://www.carpages.ca//new-cars/british-columbia/surrey/2022-chrysler-pacifica-9247198/,2022 Chrysler Pacifica,"$67,700                            
+ tax & lic",Bright White
https://www.carpages.ca//new-cars/british-columbia/surrey/2022-jeep-grand-cherokee-9247159/,2022 Jeep Grand Cherokee,"$102,000                            
+ tax & lic",Diamond Black Crystal Pearl
https://www.carpages.ca//used-cars/british-columbia/coquitlam/2021-ford-mustang-mach-e-9246886/,2021 Ford Mustang MACH-E,"$81,048                            
+ tax & lic",
https://www.carpages.ca//used-cars/ontario/ottawa/2021-ford-f-150-9246748/,2021 Ford F-150,"$48,000                            
+ tax & lic",Gray
https://www.carpages.ca//used-cars/british-columbia/richmond/2022-tesla-model-y-9246169/,2022 Tesla Model Y,"$99,999                            
+ tax & lic",Deep Blue Metallic
https://www.carpages.ca//used-cars/ontario/markham/2021-tesla-model-y-9246127/,2021 Tesla Model Y,"$80,795                            
+ tax & lic",White
https://www.carpages.ca//used-cars/ontario/north-york/2018-tesla-model-3-9246079/,2018 Tesla Model 3,"$54,995                            
+ tax & lic",Silver
https://www.carpages.ca//used-cars/ontario/north-york/2019-tesla-model-s-9246058/,2019 Tesla Model S,"$114,995                            
+ tax & lic",Grey
https://www.carpages.ca//used-cars/ontario/oakville/2019-lincoln-mkz-9245635/,2019 Lincoln MKZ,"$37,900                            
+ tax & lic",Grey
https://www.carpages.ca//new-cars/northwest-territories/yellowknife/2022-ram-1500-9245623/,2022 RAM 1500,"$78,660                            
+ tax & lic",Black
https://www.carpages.ca//new-cars/alberta/peace-river/2022-ford-mustang-mach-e-9245614/,2022 Ford Mustang MACH-E,"$79,020                            
+ tax & lic",Blue
https://www.carpages.ca//used-cars/alberta/edmonton/2017-chrysler-pacifica-9245581/,2017 Chrysler Pacifica,"$40,991                            
+ tax & lic",Black
https://www.carpages.ca//used-cars/ontario/nepean/2020-toyota-rav4-9245296/,2020 Toyota RAV4,"$44,996                            
+ tax & lic",White
https://www.carpages.ca//used-cars/manitoba/winnipeg/2022-lexus-ux-9245260/,2022 Lexus UX,"$47,000                            
+ tax & lic",Obsidian
https://www.carpages.ca//used-cars/manitoba/winnipeg/2020-lexus-rx-9245218/,2020 Lexus RX,"$60,000                            
+ tax & lic",Nightfall Mica
https://www.carpages.ca//new-cars/manitoba/winnipeg/2023-toyota-tundra-9245212/,2023 Toyota Tundra,"$75,283                            
+ tax & lic",Lunar Rock
https://www.carpages.ca//new-cars/manitoba/winnipeg/2023-toyota-tundra-9245206/,2023 Toyota Tundra,"$72,273                            
+ tax & lic",Supersonic Red
https://www.carpages.ca//new-cars/saskatchewan/saskatoon/2022-jeep-grand-cherokee-9243904/,2022 Jeep Grand Cherokee,"$81,780                            
+ tax & lic",Bright White
https://www.carpages.ca//used-cars/manitoba/winnipeg/2022-audi-a3-9243775/,2022 Audi A3,"$49,888                            
+ tax & lic",Daytona Gray Pearl Effect
https://www.carpages.ca//used-cars/saskatchewan/saskatoon/2020-ford-fusion-9243718/,2020 Ford Fusion,"$35,400                            
+ tax & lic",Agate Black
https://www.carpages.ca//used-cars/ontario/goderich/2018-toyota-prius-9243022/,2018 Toyota Prius,"$29,995                            
+ tax & lic",Grey
https://www.carpages.ca//used-cars/ontario/bradford/2020-hyundai-ioniq-hybrid-9243013/,2020 Hyundai Ioniq Hybrid,"$36,995                            
+ tax & lic",Gray
https://www.carpages.ca//used-cars/british-columbia/surrey/2020-ford-escape-9242953/,2020 Ford Escape,"$43,559                            
+ tax & lic",White
https://www.carpages.ca//used-cars/nova-scotia/halifax/2016-toyota-rav4-9242884/,2016 Toyota RAV4,"$32,683                            
+ tax & lic",Black Sand Pearl
https://www.carpages.ca//used-cars/manitoba/brandon/2017-ford-f-150-9242503/,2017 Ford F-150,"$39,999                            
+ tax & lic",White Platinum Metallic Tri-Coat
https://www.carpages.ca//new-cars/ontario/sudbury/2022-mercedes-benz-c-class-9242305/,2022 Mercedes-Benz C-Class,"$72,604                            
+ tax & lic",Obsidian Black Met
https://www.carpages.ca//used-cars/ontario/mississauga/2017-ford-f-150-9242260/,2017 Ford F-150,"$23,995                            
+ tax & lic",White Platinum Metallic Tri-Coat
https://www.carpages.ca//used-cars/british-columbia/abbotsford/2022-hyundai-ioniq-5-9242245/,2022 Hyundai IONIQ 5,"$69,998                            
+ tax & lic",Cyber Gray
https://www.carpages.ca//new-cars/british-columbia/abbotsford/2023-hyundai-tucson-hybrid-9242233/,2023 Hyundai Tucson Hybrid,"$41,724                            
+ tax & lic",Crystal White Tricoat
https://www.carpages.ca//used-cars/british-columbia/new-westminster/2020-ford-escape-9242197/,2020 Ford Escape,"$38,900                            
+ tax & lic",Blue
https://www.carpages.ca//used-cars/ontario/mississauga/2022-ford-f-150-9242119/,2022 Ford F-150,"$121,980                            
+ tax & lic",Oxford White
https://www.carpages.ca//used-cars/british-columbia/richmond/2022-tesla-model-y-9241501/,2022 Tesla Model Y,"$95,562                            
+ tax & lic",Gray
https://www.carpages.ca//new-cars/alberta/peace-river/2022-ford-mustang-mach-e-9241030/,2022 Ford Mustang MACH-E,"$92,280                            
+ tax & lic",Blue
https://www.carpages.ca//new-cars/alberta/edmonton/2022-ram-1500-9240982/,2022 RAM 1500,"$56,140                            
+ tax & lic",Black
https://www.carpages.ca//used-cars/ontario/kitchener/2020-ford-fusion-9240958/,2020 Ford Fusion,"$30,988                            
+ tax & lic",Black
https://www.carpages.ca//used-cars/ontario/kitchener/2022-ford-f-150-9240943/,2022 Ford F-150,"$77,488                            
+ tax & lic",White
https://www.carpages.ca//used-cars/manitoba/winnipeg/2021-hyundai-kona-9240724/,2021 Hyundai KONA,"$55,681                            
+ tax & lic",GALACTIC GREY
https://www.carpages.ca//used-cars/ontario/guelph/2022-tesla-model-y-9239911/,2022 Tesla Model Y,"$96,995                            
+ tax & lic",White
https://www.carpages.ca//used-cars/ontario/mississauga/2020-ford-fusion-9239455/,2020 Ford Fusion,"$29,495                            
+ tax & lic",Silver
https://www.carpages.ca//used-cars/ontario/north-york/2019-honda-accord-9239428/,2019 Honda Accord,"$39,990                            
+ tax & lic",Blue
https://www.carpages.ca//used-cars/ontario/oakville/2021-toyota-corolla-9239170/,2021 Toyota Corolla,"$38,000                            
+ tax & lic",Blue
https://www.carpages.ca//used-cars/british-columbia/new-westminster/2021-ford-escape-9238756/,2021 Ford Escape,"$41,800                            
+ tax & lic",Blue
https://www.carpages.ca//used-cars/british-columbia/new-westminster/2021-ford-escape-9238753/,2021 Ford Escape,"$41,800                            
+ tax & lic",Black
https://www.carpages.ca//used-cars/ontario/waterloo/2009-dodge-grand-caravan-9237823/,2009 Dodge Grand Caravan,"$4,800                            
+ tax & lic",Bright Silver Metallic
https://www.carpages.ca//new-cars/manitoba/winnipeg/2022-ford-f-150-9237688/,2022 Ford F-150,"$92,154                            
+ tax & lic",Agate Black Metallic
https://www.carpages.ca//new-cars/manitoba/winnipeg/2022-ford-escape-9237676/,2022 Ford Escape,"$49,687                            
+ tax & lic",Agate Black Metallic
https://www.carpages.ca//used-cars/quebec/saint-hubert/2020-kia-niro-9237142/,2020 Kia NIRO,"$39,450                            
+ tax & lic",Black
https://www.carpages.ca//new-cars/ontario/tillsonburg/2022-ford-escape-9237046/,2022 Ford Escape,"$41,618                            
+ tax & lic",STAR WHITE MET TRI-COAT
https://www.carpages.ca//new-cars/ontario/north-bay/2023-hyundai-sonata-9236998/,2023 Hyundai Sonata,"$43,324                            
+ tax & lic",CURATED SILVER
https://www.carpages.ca//used-cars/ontario/guelph/2016-nissan-leaf-9236869/,2016 Nissan Leaf,"$15,999                            
+ tax & lic",Grey
https://www.carpages.ca//new-cars/saskatchewan/carlyle/2022-ford-mustang-mach-e-9236575/,2022 Ford Mustang MACH-E,"$92,730                            
+ tax & lic",SHADOW BLACK
https://www.carpages.ca//new-cars/saskatchewan/carlyle/2022-ford-mustang-mach-e-9236557/,2022 Ford Mustang MACH-E,"$73,790                            
+ tax & lic",Space White Metallic
https://www.carpages.ca//used-cars/ontario/cornwall/2017-ford-c-max-9235960/,2017 Ford C-MAX,"$26,000                            
+ tax & lic",Grey
https://www.carpages.ca//used-cars/ontario/north-york/2018-bmw-3-series-9235816/,2018 BMW 3 Series,"$30,990                            
+ tax & lic",Silver
https://www.carpages.ca//used-cars/ontario/north-york/2009-chevrolet-malibu-9235702/,2009 Chevrolet Malibu,"$7,900                            
+ tax & lic",Silver
https://www.carpages.ca//new-cars/saskatchewan/regina/2023-jeep-wrangler-9235195/,2023 Jeep Wrangler,"$74,034                            
+ tax & lic",Black
https://www.carpages.ca//new-cars/british-columbia/abbotsford/2023-hyundai-kona-9235078/,2023 Hyundai KONA,"$51,424                            
+ tax & lic",Atlas White
https://www.carpages.ca//new-cars/british-columbia/abbotsford/2023-hyundai-ioniq-5-9235075/,2023 Hyundai IONIQ 5,"$54,924                            
+ tax & lic",Cyber Grey
https://www.carpages.ca//used-cars/alberta/edmonton/2019-hyundai-sonata-9234667/,2019 Hyundai Sonata,"$27,807                            
+ tax & lic",White
https://www.carpages.ca//used-cars/saskatchewan/moose-jaw/2019-toyota-camry-9234328/,2019 Toyota Camry,"$35,995                            
+ tax & lic",Grey
https://www.carpages.ca//used-cars/ontario/goderich/2018-hyundai-ioniq-9233713/,2018 Hyundai IONIQ,"$34,995                            
+ tax & lic",Black
https://www.carpages.ca//used-cars/ontario/goderich/2017-acura-mdx-sport-hybrid-9233698/,2017 Acura MDX SPORT HYBRID,"$35,995                            
+ tax & lic",Black
https://www.carpages.ca//new-cars/manitoba/winnipeg/2023-audi-q5-9233674/,2023 Audi Q5,"$69,704                            
+ tax & lic",Ibis White
https://www.carpages.ca//used-cars/ontario/mississauga/2022-hyundai-tucson-hybrid-9233605/,2022 Hyundai Tucson Hybrid,"$58,995                            
+ tax & lic",Crimson Red
https://www.carpages.ca//used-cars/ontario/guelph/2018-chrysler-pacifica-9233590/,2018 Chrysler Pacifica,"$36,967                            
+ tax & lic",Molten Silver
https://www.carpages.ca//new-cars/ontario/mississauga/2022-ford-escape-9233449/,2022 Ford Escape,"$46,274                            
+ tax & lic",Agate Black
https://www.carpages.ca//used-cars/ontario/ottawa/2019-mercedes-benz-gla-9233434/,2019 Mercedes-Benz GLA,"$35,995                            
+ tax & lic",Iridium Silver Metallic
https://www.carpages.ca//new-cars/ontario/peterborough/2023-ford-maverick-9233386/,2023 Ford MAVERICK,"$38,865                            
+ tax & lic",AREA 51
https://www.carpages.ca//new-cars/manitoba/winnipeg/2022-ford-escape-9233320/,2022 Ford Escape,"$54,088                            
+ tax & lic",Rapid Red Metallic Tinted Clearcoat
https://www.carpages.ca//used-cars/british-columbia/abbotsford/2022-ford-f-150-9232612/,2022 Ford F-150,"$147,888                            
+ tax & lic",Agate Black Metallic
https://www.carpages.ca//new-cars/british-columbia/surrey/2022-jeep-wrangler-9232303/,2022 Jeep Wrangler,"$63,875                            
+ tax & lic",Grey
https://www.carpages.ca//new-cars/alberta/edmonton/2022-ram-1500-9232156/,2022 RAM 1500,"$55,165                            
+ tax & lic",Black
https://www.carpages.ca//new-cars/alberta/edmonton/2023-hyundai-tucson-hybrid-9232108/,2023 Hyundai Tucson Hybrid,"$47,999                            
+ tax & lic",
https://www.carpages.ca//used-cars/alberta/red-deer/2022-tesla-model-y-9231985/,2022 Tesla Model Y,"$92,888                            
+ tax & lic",Grey
https://www.carpages.ca//used-cars/ontario/mississauga/2021-hyundai-elantra-9229705/,2021 Hyundai Elantra,"$38,995                            
+ tax & lic",Polar White
https://www.carpages.ca//used-cars/ontario/mississauga/2022-hyundai-elantra-9229699/,2022 Hyundai Elantra,"$40,895                            
+ tax & lic",Intense Blue
https://www.carpages.ca//used-cars/ontario/mississauga/2019-hyundai-ioniq-hybrid-9229678/,2019 Hyundai Ioniq Hybrid,"$39,995                            
+ tax & lic",Iron Grey Pearl
https://www.carpages.ca//used-cars/ontario/bolton/2019-ford-fusion-9229462/,2019 Ford Fusion,"$19,998                            
+ tax & lic",Black
https://www.carpages.ca//used-cars/british-columbia/surrey/2021-ford-f-150-9229339/,2021 Ford F-150,"$87,889                            
+ tax & lic",White
https://www.carpages.ca//new-cars/manitoba/winnipeg/2022-ford-escape-9228757/,2022 Ford Escape,"$54,088                            
+ tax & lic",Rapid Red Metallic Tinted Clearcoat
https://www.carpages.ca//new-cars/ontario/peterborough/2023-ford-explorer-9228733/,2023 Ford Explorer,"$64,400                            
+ tax & lic",Star White
https://www.carpages.ca//new-cars/ontario/peterborough/2023-ford-f-150-9228730/,2023 Ford F-150,"$70,554                            
+ tax & lic",Agate Black
https://www.carpages.ca//used-cars/british-columbia/port-coquitlam/2014-bmw-i3-9228580/,2014 BMW i3,"$25,995                            
+ tax & lic",Orange
https://www.carpages.ca//used-cars/ontario/brampton/2022-tesla-model-y-9227557/,2022 Tesla Model Y,"$92,995                            
+ tax & lic",Pearl White Multi-Coat
https://www.carpages.ca//used-cars/alberta/edmonton/2017-tesla-model-s-9227251/,2017 Tesla Model S,"$76,554                            
+ tax & lic",Blue
https://www.carpages.ca//new-cars/alberta/edmonton/2022-ram-1500-9227053/,2022 RAM 1500,"$55,115                            
+ tax & lic",Silver
https://www.carpages.ca//new-cars/alberta/edmonton/2022-ford-f-150-9226927/,2022 Ford F-150,"$82,150                            
+ tax & lic",White
https://www.carpages.ca//new-cars/manitoba/winnipeg/2023-toyota-corolla-9226747/,2023 Toyota Corolla,"$37,422                            
+ tax & lic",Ruby Flare Pearl
https://www.carpages.ca//new-cars/manitoba/winnipeg/2023-toyota-corolla-9226744/,2023 Toyota Corolla,"$33,022                            
+ tax & lic",White
https://www.carpages.ca//new-cars/manitoba/winnipeg/2023-toyota-corolla-9226741/,2023 Toyota Corolla,"$30,722                            
+ tax & lic",Midnight Black Metallic
https://www.carpages.ca//new-cars/manitoba/winnipeg/2023-toyota-corolla-9226738/,2023 Toyota Corolla,"$29,222                            
+ tax & lic",Classic Silver Metallic
https://www.carpages.ca//used-cars/alberta/edmonton/2018-nissan-leaf-9226684/,2018 Nissan Leaf,"$37,900                            
+ tax & lic",Grey
https://www.carpages.ca//new-cars/manitoba/winnipeg/2022-ford-mustang-mach-e-9226456/,2022 Ford Mustang MACH-E,"$78,750                            
+ tax & lic",SHADOW BLACK
https://www.carpages.ca//used-cars/ontario/cambridge/2019-toyota-rav4-9225457/,2019 Toyota RAV4,"$37,995                            
+ tax & lic",Grey
https://www.carpages.ca//used-cars/ontario/oakville/2022-tesla-model-y-9225301/,2022 Tesla Model Y,"$89,950                            
+ tax & lic",Black
https://www.carpages.ca//used-cars/ontario/toronto/2012-chevrolet-volt-9224824/,2012 Chevrolet Volt,"$14,888                            
+ tax & lic",White
https://www.carpages.ca//new-cars/saskatchewan/saskatoon/2023-jeep-wrangler-9224476/,2023 Jeep Wrangler,"$75,890                            
+ tax & lic",Granite Crystal Metallic Clearcoat
https://www.carpages.ca//used-cars/ontario/bolton/2019-chevrolet-volt-9223831/,2019 Chevrolet Volt,"$31,998                            
+ tax & lic",Silver
https://www.carpages.ca//used-cars/ontario/bolton/2022-lexus-rx-9223828/,2022 Lexus RX,"$64,998                            
+ tax & lic",White
https://www.carpages.ca//used-cars/ontario/kitchener/2019-toyota-rav4-9223810/,2019 Toyota RAV4,"$44,992                            
+ tax & lic",White
https://www.carpages.ca//used-cars/ontario/bolton/2020-ford-fusion-9223798/,2020 Ford Fusion,"$29,998                            
+ tax & lic",Red
https://www.carpages.ca//used-cars/ontario/bolton/2021-mercedes-benz-gle-9223795/,2021 Mercedes-Benz GLE,"$78,998                            
+ tax & lic",Grey
https://www.carpages.ca//used-cars/ontario/oakville/2016-kia-soul-9223312/,2016 Kia Soul,"$21,980                            
+ tax & lic",
https://www.carpages.ca//used-cars/manitoba/winnipeg/2018-toyota-rav4-9223057/,2018 Toyota RAV4,"$41,900                            
+ tax & lic",Blizzard Pearl
https://www.carpages.ca//used-cars/ontario/mississauga/2011-ford-f-150-9223039/,2011 Ford F-150,"$4,995                            
+ tax & lic",
https://www.carpages.ca//new-cars/ontario/simcoe/2022-hyundai-tucson-hybrid-9222613/,2022 Hyundai Tucson Hybrid,"$42,288                            
+ tax & lic",Amazon Grey Metallic
https://www.carpages.ca//used-cars/ontario/st-catharines/2021-toyota-rav4-9222571/,2021 Toyota RAV4,"$49,998                            
+ tax & lic",White
https://www.carpages.ca//used-cars/quebec/saint-jean-sur-richelieu/2019-hyundai-ioniq-9222211/,2019 Hyundai IONIQ,"$33,636                            
+ tax & lic",Polar White
https://www.carpages.ca//used-cars/manitoba/winnipeg/2020-toyota-prius-9222091/,2020 Toyota Prius,"$36,994                            
+ tax & lic",White
https://www.carpages.ca//new-cars/northwest-territories/yellowknife/2022-ram-1500-9221479/,2022 RAM 1500,"$79,810                            
+ tax & lic",Black
https://www.carpages.ca//new-cars/alberta/peace-river/2022-ford-mustang-mach-e-9221440/,2022 Ford Mustang MACH-E,"$92,280                            
+ tax & lic",Grey
https://www.carpages.ca//used-cars/alberta/edmonton/2019-audi-q8-9221404/,2019 Audi Q8,"$69,997                            
+ tax & lic",Blue
https://www.carpages.ca//new-cars/alberta/edmonton/2022-ram-1500-9221395/,2022 RAM 1500,"$54,670                            
+ tax & lic",White
https://www.carpages.ca//used-cars/alberta/edmonton/2014-subaru-xv-crosstrek-9221047/,2014 Subaru XV Crosstrek,"$23,900                            
+ tax & lic",Black
https://www.carpages.ca//used-cars/ontario/nepean/2022-tesla-model-3-9221002/,2022 Tesla Model 3,"$70,884                            
+ tax & lic",Grey
https://www.carpages.ca//used-cars/alberta/calgary/2015-lincoln-mkz-9220705/,2015 Lincoln MKZ,"$3,000                            
+ tax & lic",Black
https://www.carpages.ca//used-cars/ontario/oakville/2012-lexus-rx-450h-9220528/,2012 Lexus RX 450h,"$17,495                            
+ tax & lic",White
https://www.carpages.ca//new-cars/manitoba/winnipeg/2023-audi-q5-9219028/,2023 Audi Q5,"$67,644                            
+ tax & lic",Chronos Gray Metallic
https://www.carpages.ca//new-cars/manitoba/winnipeg/2023-audi-q5-9219025/,2023 Audi Q5,"$74,694                            
+ tax & lic",Navarra Blue Metallic
https://www.carpages.ca//used-cars/ontario/guelph/2020-honda-accord-9218845/,2020 Honda Accord,"$41,995                            
+ tax & lic",White
https://www.carpages.ca//used-cars/ontario/guelph/2018-chevrolet-volt-9218761/,2018 Chevrolet Volt,"$31,998                            
+ tax & lic",White
https://www.carpages.ca//used-cars/ontario/guelph/2022-toyota-prius-9218755/,2022 Toyota Prius,"$46,998                            
+ tax & lic",Blue
https://www.carpages.ca//used-cars/manitoba/winnipeg/2021-toyota-venza-9218428/,2021 Toyota Venza,"$59,800                            
+ tax & lic",Blizzard Pearl
https://www.carpages.ca//used-cars/british-columbia/new-westminster/2021-ford-escape-9217411/,2021 Ford Escape,"$41,800                            
+ tax & lic",Black
https://www.carpages.ca//new-cars/saskatchewan/kindersley/2022-ford-mustang-mach-e-9217363/,2022 Ford Mustang MACH-E,"$88,889                            
+ tax & lic",SHADOW BLACK
https://www.carpages.ca//new-cars/british-columbia/abbotsford/2023-hyundai-sonata-9217351/,2023 Hyundai Sonata,"$42,974                            
+ tax & lic",Nocturne Grey
https://www.carpages.ca//new-cars/british-columbia/abbotsford/2022-hyundai-santa-fe-9217342/,2022 Hyundai Santa Fe,"$46,024                            
+ tax & lic",White Cream
https://www.carpages.ca//used-cars/ontario/orillia/2018-mitsubishi-outlander-9216901/,2018 Mitsubishi Outlander,"$36,996                            
+ tax & lic",Rally Red
https://www.carpages.ca//used-cars/ontario/richmond-hill/2022-tesla-model-y-9216886/,2022 Tesla Model Y,"$86,995                            
+ tax & lic",White
https://www.carpages.ca//used-cars/ontario/vaughan/2021-tesla-model-y-9216691/,2021 Tesla Model Y,"$88,888                            
+ tax & lic",Deep Blue Metallic
https://www.carpages.ca//used-cars/manitoba/winnipeg/2020-tesla-model-3-9216682/,2020 Tesla Model 3,"$52,990                            
+ tax & lic",White
https://www.carpages.ca//used-cars/new-brunswick/fredericton/2020-toyota-rav4-9216646/,2020 Toyota RAV4,"$45,791                            
+ tax & lic",Black
https://www.carpages.ca//used-cars/british-columbia/richmond/2022-kia-ev6-9216589/,2022 Kia EV6,"$76,359                            
+ tax & lic",Gray
https://www.carpages.ca//used-cars/british-columbia/surrey/2022-hyundai-tucson-hybrid-9216184/,2022 Hyundai Tucson Hybrid,"$55,987                            
+ tax & lic",Grey
https://www.carpages.ca//new-cars/alberta/edmonton/2023-kia-sportage-9216091/,2023 Kia Sportage,"$55,997                            
+ tax & lic",Black
https://www.carpages.ca//new-cars/alberta/edmonton/2022-ram-1500-9215848/,2022 RAM 1500,"$54,670                            
+ tax & lic",White
https://www.carpages.ca//new-cars/alberta/edmonton/2022-ram-1500-9215839/,2022 RAM 1500,"$71,120                            
+ tax & lic",Blue
https://www.carpages.ca//new-cars/alberta/edmonton/2022-ram-1500-9215836/,2022 RAM 1500,"$71,120                            
+ tax & lic",Blue
https://www.carpages.ca//new-cars/alberta/edmonton/2022-ram-1500-9215830/,2022 RAM 1500,"$72,810                            
+ tax & lic",Black
https://www.carpages.ca//new-cars/alberta/edmonton/2022-ford-f-150-9215683/,2022 Ford F-150,"$82,250                            
+ tax & lic",Blue
https://www.carpages.ca//used-cars/ontario/stouffville/2022-toyota-corolla-9214846/,2022 Toyota Corolla,"$39,988                            
+ tax & lic",White
https://www.carpages.ca//used-cars/ontario/oakville/2021-toyota-rav4-9214810/,2021 Toyota RAV4,"$54,688                            
+ tax & lic",Silver
https://www.carpages.ca//used-cars/ontario/scarborough/2022-volkswagen-id4-9214294/,2022 Volkswagen ID.4,"$64,895                            
+ tax & lic",White
https://www.carpages.ca//used-cars/ontario/st-thomas/2018-ford-fusion-energi-9214063/,2018 Ford Fusion Energi,"$21,999                            
+ tax & lic",Black
https://www.carpages.ca//new-cars/nova-scotia/port-hawkesbury/2022-ford-escape-9214048/,2022 Ford Escape,"$47,199                            
+ tax & lic",STAR WHITE METALLIC TRI-COAT
https://www.carpages.ca//used-cars/saskatchewan/saskatoon/2021-jeep-wrangler-9213724/,2021 Jeep Wrangler,"$58,000                            
+ tax & lic",Snazzberry Pearlcoat
https://www.carpages.ca//new-cars/saskatchewan/saskatoon/2022-ram-1500-9213664/,2022 RAM 1500,"$63,210                            
+ tax & lic",FLAME RED
https://www.carpages.ca//used-cars/ontario/bolton/2021-audi-q8-9213334/,2021 Audi Q8,"$85,541                            
+ tax & lic",Gray
https://www.carpages.ca//used-cars/ontario/kitchener/2018-toyota-rav4-9213061/,2018 Toyota RAV4,"$34,952                            
+ tax & lic",Gray
https://www.carpages.ca//used-cars/ontario/kitchener/2020-toyota-camry-9213055/,2020 Toyota Camry,"$37,962                            
+ tax & lic",White
https://www.carpages.ca//used-cars/nova-scotia/amherst/2020-ford-fusion-9212842/,2020 Ford Fusion,"$30,888                            
+ tax & lic",Gray
https://www.carpages.ca//used-cars/ontario/goderich/2020-toyota-prius-9212833/,2020 Toyota Prius,"$38,810                            
+ tax & lic",Grey
https://www.carpages.ca//used-cars/ontario/mississauga/2016-ford-f-150-9212017/,2016 Ford F-150,"$15,995                            
+ tax & lic",Oxford White
https://www.carpages.ca//used-cars/ontario/sudbury/2020-mercedes-benz-gls-9212014/,2020 Mercedes-Benz GLS,"$98,999                            
+ tax & lic",Black
https://www.carpages.ca//new-cars/british-columbia/surrey/2022-jeep-grand-cherokee-9211933/,2022 Jeep Grand Cherokee,"$92,169                            
+ tax & lic",Bright White
https://www.carpages.ca//used-cars/ontario/brampton/2022-tesla-model-x-9211312/,2022 Tesla Model X,"$199,995                            
+ tax & lic",Deep Blue Metallic
https://www.carpages.ca//used-cars/british-columbia/richmond/2019-hyundai-kona-9211288/,2019 Hyundai KONA,"$39,964                            
+ tax & lic",Pulse Red Mica
https://www.carpages.ca//used-cars/british-columbia/surrey/2022-toyota-camry-9211051/,2022 Toyota Camry,"$49,999                            
+ tax & lic",Grey
https://www.carpages.ca//used-cars/ontario/london/2022-tesla-model-s-9210826/,2022 Tesla Model S,"$185,999                            
+ tax & lic",Black
https://www.carpages.ca//new-cars/alberta/edmonton/2022-ford-f-150-9210736/,2022 Ford F-150,"$69,645                            
+ tax & lic",Blue
https://www.carpages.ca//used-cars/ontario/mississauga/2022-toyota-corolla-9210334/,2022 Toyota Corolla,"$34,999                            
+ tax & lic",White
https://www.carpages.ca//used-cars/ontario/beamsville/2017-toyota-prius-9209821/,2017 Toyota Prius,"$26,995                            
+ tax & lic",Gray
https://www.carpages.ca//used-cars/ontario/concord/2020-hyundai-ioniq-9209389/,2020 Hyundai IONIQ,"$38,995                            
+ tax & lic",Blue
https://www.carpages.ca//used-cars/ontario/brampton/2016-toyota-camry-9209197/,2016 Toyota Camry,"$19,900                            
+ tax & lic",Black
https://www.carpages.ca//new-cars/manitoba/winnipeg/2022-ram-1500-9208807/,2022 RAM 1500,"$65,845                            
+ tax & lic",Granite Crystal Metallic
https://www.carpages.ca//used-cars/ontario/kitchener/2021-toyota-rav4-9208258/,2021 Toyota RAV4,"$49,893                            
+ tax & lic",Red
https://www.carpages.ca//used-cars/ontario/kitchener/2019-toyota-rav4-9208243/,2019 Toyota RAV4,"$35,992                            
+ tax & lic",Gray
https://www.carpages.ca//new-cars/ontario/thornhill/2023-jeep-wrangler-9208156/,2023 Jeep Wrangler,"$70,505                            
+ tax & lic",Gray
https://www.carpages.ca//new-cars/ontario/thornhill/2023-jeep-wrangler-9208153/,2023 Jeep Wrangler,"$70,505                            
+ tax & lic",White
https://www.carpages.ca//new-cars/ontario/thornhill/2023-jeep-wrangler-9208150/,2023 Jeep Wrangler,"$75,600                            
+ tax & lic",Black
https://www.carpages.ca//used-cars/nova-scotia/halifax/2020-ford-fusion-9208048/,2020 Ford Fusion,"$30,995                            
+ tax & lic",*GREY
https://www.carpages.ca//new-cars/british-columbia/abbotsford/2022-ford-escape-9207544/,2022 Ford Escape,"$46,569                            
+ tax & lic",Agate Black Metallic
https://www.carpages.ca//used-cars/ontario/ottawa/2022-tesla-model-3-9207346/,2022 Tesla Model 3,"$83,888                            
+ tax & lic",White
